,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma
0,2019-04-14 00:00:09.000,1.1172159318082191e+18,1.1172159318082191e+18,es,"{'id': '0df6ac4d361d4e0e', 'url': 'https://api.twitter.com/1.1/geo/id/0df6ac4d361d4e0e.json', 'place_type': 'city', 'name': 'Vigo', 'full_name': 'Vigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.916355, 42.12938], [-8.916355, 42.264735], [-8.626759, 42.264735], [-8.626759, 42.12938]]]}, 'attributes': {}}",A este pavo lo vi yo de fiesta en Blaster EN BLASTER Y LO TUVE AL LADO,"{'id': 1430512622, 'id_str': '1430512622', 'name': 'Car', 'screen_name': 'carlagarrr', 'location': 'Compostela/Vigo/Xinzo de Limia', 'url': 'http://instagram.com/carlagar3', 'description': 'bball ¯\\_(ツ)_/¯', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 653, 'friends_count': 314, 'listed_count': 8, 'favourites_count': 3762, 'statuses_count': 13693, 'created_at': 'Wed May 15 13:23:27 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'FAB81E', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '7AC3EE', 'profile_text_color': '3D1957', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1081321638082293760/9BtrRkku_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1081321638082293760/9BtrRkku_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1430512622/1526217331', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Vigo,"(-8.916355, 42.12938)",Galicia
1,2019-04-14 00:02:10.000,1.1172164366429144e+18,1.1172164366429144e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}","Metro DISCO Pase VIP pídelo por whatsapp: +34690782212 
Facebook: josegamboarrpp(agrégame)

Domingo de carne en Met… https://t.co/69j147YyVo","{'id': 464434841, 'id_str': '464434841', 'name': 'José Gamboa', 'screen_name': 'josegamboarrpp', 'location': 'Barcelona', 'url': 'http://www.facebook.com/josegamboarrpp', 'description': 'Pídeme GuestList, descuentos, reservas VIP, entradas, para Pervert Club, Que trabaje Rita, Golfus, Metro Disco  o fiestas en Bcn España WHATSAPP AL 690782212', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 395, 'friends_count': 676, 'listed_count': 27, 'favourites_count': 6, 'statuses_count': 15059, 'created_at': 'Sun Jan 15 06:51:22 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '0099B9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': False, 'profile_link_color': '0099B9', 'profile_sidebar_border_color': '5ED4DC', 'profile_sidebar_fill_color': '95E8EC', 'profile_text_color': '3C3940', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/557665815386800128/LlYP-maZ_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/557665815386800128/LlYP-maZ_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/464434841/1421792908', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Barcelona,"(2.052477, 41.317048)",Cataluña
2,2019-04-14 00:03:34.000,1.117216791535784e+18,1.117216791535784e+18,es,"{'id': '00ab08eef1b62e92', 'url': 'https://api.twitter.com/1.1/geo/id/00ab08eef1b62e92.json', 'place_type': 'city', 'name': 'Las Palmas de Gran Canaria', 'full_name': 'Las Palmas de Gran Canaria, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-15.525504, 28.024813], [-15.525504, 28.181213], [-15.394194, 28.181213], [-15.394194, 28.024813]]]}, 'attributes': {}}",¿Por qué hay plátano en una pizza? Qué pasa? POLICÍA!!!,"{'id': 3082592437, 'id_str': '3082592437', 'name': '🇮🇨 𝔼𝕃ℙ𝔼 ℝ𝔼𝕋𝔸 💛💙', 'screen_name': 'luishrUD', 'location': 'Las Palmas de Gran Canaria, Es', 'url': None, 'description': '¿Qué miras tonto?', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 380, 'friends_count': 481, 'listed_count': 3, 'favourites_count': 24272, 'statuses_count': 26533, 'created_at': 'Sat Mar 14 22:16:32 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'FAB81E', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1107624528669278208/f29beoYn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1107624528669278208/f29beoYn_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3082592437/1528643922', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Las Palmas de Gran Canaria,"(-15.525504, 28.024813)",Islas Canarias
3,2019-04-14 00:07:04.000,1.1172176722893128e+18,1.1172176722893128e+18,es,"{'id': 'c8256964da571001', 'url': 'https://api.twitter.com/1.1/geo/id/c8256964da571001.json', 'place_type': 'city', 'name': 'Tomelloso', 'full_name': 'Tomelloso, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.058134, 39.090079], [-3.058134, 39.350577], [-2.874078, 39.350577], [-2.874078, 39.090079]]]}, 'attributes': {}}",No me acordaba de este pavo y que hace por mi TL? PREGUNTO,"{'id': 740691096, 'id_str': '740691096', 'name': 'LaPili', 'screen_name': 'Pilarcasti97', 'location': 'Tomelloso, España', 'url': None, 'description': 'Fotografía en la EASDAL.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 640, 'friends_count': 301, 'listed_count': 5, 'favourites_count': 12850, 'statuses_count': 28991, 'created_at': 'Mon Aug 06 14:02:35 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '89C9FA', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1099067704194011136/j9gVPXeK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1099067704194011136/j9gVPXeK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/740691096/1550873136', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Tomelloso,"(-3.058134, 39.090079)",Castilla la Mancha
4,2019-04-14 00:07:13.000,1.1172177099038148e+18,1.1172177099038148e+18,es,"{'id': 'ffb7261abbaa67ed', 'url': 'https://api.twitter.com/1.1/geo/id/ffb7261abbaa67ed.json', 'place_type': 'city', 'name': 'Dos Hermanas', 'full_name': 'Dos Hermanas, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.06368, 37.1481], [-6.06368, 37.361766], [-5.8836569999999995, 37.361766], [-5.8836569999999995, 37.1481]]]}, 'attributes': {}}",@lamacope @SevillaFC @ElGolazoDeGol La crítica es constructiva que no te enteras. Sacáis mierda sólo para calentar… https://t.co/CY1VFVoOzG,"{'id': 2998335298, 'id_str': '2998335298', 'name': 'José Durán Jiménez', 'screen_name': 'JDJ_Sevillista', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 65, 'friends_count': 167, 'listed_count': 2, 'favourites_count': 4289, 'statuses_count': 894, 'created_at': 'Sun Jan 25 18:10:26 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/840989517536473090/eWsmX1Ka_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/840989517536473090/eWsmX1Ka_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2998335298/1432982708', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Dos Hermanas,"(-6.06368, 37.1481)",Andalucía
5,2019-04-14 00:07:16.000,1.1172177219330744e+18,1.1172177219330744e+18,es,"{'id': '206c436ce43a43a3', 'url': 'https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', 'place_type': 'city', 'name': 'Madrid', 'full_name': 'Madrid, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]}, 'attributes': {}}",MILÁ XIMENEZ DA ASCAZO!!! ESTA TÍA LA Q LA PUSO DE VUELTA Y MEDIA Y AHORA MATA POR LA BORREGO!!! YO NO ENTIENDO NAD… https://t.co/juoQaLRNwF,"{'id': 1162704691, 'id_str': '1162704691', 'name': 'Elena 71.1 %', 'screen_name': 'elenacristina26', 'location': 'Madrid, Comunidad de Madrid', 'url': None, 'description': 'Amante de la vida 💓 💓 💓 QUIERO Vivir!!ADORO LAS MARCAS🤣🤣🤣🤣 blancas!!!! Comentado realytis GH SV ETC. Y DE TODO UN POCO .Tengo FIBROMIALGIA.MACHISMO NO!!', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1356, 'friends_count': 1741, 'listed_count': 1, 'favourites_count': 23955, 'statuses_count': 9369, 'created_at': 'Sat Feb 09 11:20:23 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '0099B9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': False, 'profile_link_color': '0099B9', 'profile_sidebar_border_color': '5ED4DC', 'profile_sidebar_fill_color': '95E8EC', 'profile_text_color': '3C3940', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1115320278840684551/P2FzUPx6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1115320278840684551/P2FzUPx6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1162704691/1546529089', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Madrid,"(-3.889005, 40.312071)",Madrid
6,2019-04-14 00:08:21.000,1.1172179937197138e+18,1.1172179937197138e+18,es,"{'id': 'ea520f3528c9b3e4', 'url': 'https://api.twitter.com/1.1/geo/id/ea520f3528c9b3e4.json', 'place_type': 'admin', 'name': 'Madrid', 'full_name': 'Madrid, Comunidad de Madrid', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.579175, 39.884537], [-4.579175, 41.164911], [-3.053132, 41.164911], [-3.053132, 39.884537]]]}, 'attributes': {}}",@DavidxCuba @NaturalOrden @RalRosHernndez1 @Vereno3 @EDCojuelo @LIBRExDIGNO @unsullied_y @PugaVenegas @alesanzal65… https://t.co/z3Z57P8ccq,"{'id': 1060688253521670145, 'id_str': '1060688253521670145', 'name': 'DENVERSAW', 'screen_name': 'DENVERSAW1', 'location': 'Spain', 'url': None, 'description': 'Cristiano-Católico. Centro-liberal, amante de la vida humana y de los animales,TITULACIÓN Maestro Infantil, religión y Técnico en Creación y Gestión de Empresas', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 643, 'friends_count': 1626, 'listed_count': 1, 'favourites_count': 9564, 'statuses_count': 9297, 'created_at': 'Fri Nov 09 00:19:21 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'FAB81E', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1064620883812249600/Cpt_NyNx_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1064620883812249600/Cpt_NyNx_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Madrid,"(-4.579175, 39.884537)",Madrid
7,2019-04-14 00:11:11.000,1.1172187093644576e+18,1.1172187093644576e+18,es,"{'id': '3a9c654a445000f6', 'url': 'https://api.twitter.com/1.1/geo/id/3a9c654a445000f6.json', 'place_type': 'city', 'name': 'Getafe', 'full_name': 'Getafe, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.761318, 40.266415], [-3.761318, 40.334686], [-3.570016, 40.334686], [-3.570016, 40.266415]]]}, 'attributes': {}}",@miguelrb508 @chukofpicks @Pablo_Iglesias_ Cuanto gazpacho se pincha le gente!!!!!,"{'id': 1024747656, 'id_str': '1024747656', 'name': 'O-SOTO-GARI', 'screen_name': 'o_soto_gari', 'location': 'Getafe/Madrid(España)', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 176, 'friends_count': 408, 'listed_count': 3, 'favourites_count': 53, 'statuses_count': 3413, 'created_at': 'Thu Dec 20 18:19:43 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C6E2EE', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_tile': False, 'profile_link_color': '1F98C7', 'profile_sidebar_border_color': 'C6E2EE', 'profile_sidebar_fill_color': 'DAECF4', 'profile_text_color': '663B12', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/427555137880854528/2nMWlhSR_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/427555137880854528/2nMWlhSR_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1024747656/1411237128', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Getafe,"(-3.761318, 40.266415)",Madrid
9,2019-04-14 00:13:02.000,1.1172191740975228e+18,1.1172191740975228e+18,es,"{'id': '0df6ac4d361d4e0e', 'url': 'https://api.twitter.com/1.1/geo/id/0df6ac4d361d4e0e.json', 'place_type': 'city', 'name': 'Vigo', 'full_name': 'Vigo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-8.916355, 42.12938], [-8.916355, 42.264735], [-8.626759, 42.264735], [-8.626759, 42.12938]]]}, 'attributes': {}}","Viendo #cadaver en compañia de mi hermano @Dragon_Ball_B_R gran noche 👍
#pelicula #Film #movie #Cadaver #Terror… https://t.co/qtL6GU3fbP","{'id': 1145433200, 'id_str': '1145433200', 'name': 'Demoncrowley09', 'screen_name': 'Demoncrowley09', 'location': 'Vigo, España', 'url': 'https://www.youtube.com/channel/UCejXPDKrsIoyVZDAyiKHIlA', 'description': 'Buenas a todas y todos soy dibujante y youtuber principiante os espero cada día en mi canal de youtube: Demoncrowley09 un saludo y sed felices.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 184, 'friends_count': 795, 'listed_count': 0, 'favourites_count': 5814, 'statuses_count': 2111, 'created_at': 'Sun Feb 03 15:18:21 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/902930108398362626/yXF6cBrS_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/902930108398362626/yXF6cBrS_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1145433200/1536502410', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Vigo,"(-8.916355, 42.12938)",Galicia
10,2019-04-14 00:22:41.000,1.1172216036816896e+18,1.1172216036816896e+18,es,"{'id': 'c38684a7e6a66610', 'url': 'https://api.twitter.com/1.1/geo/id/c38684a7e6a66610.json', 'place_type': 'city', 'name': 'Huesca', 'full_name': 'Huesca, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.517874, 42.027978], [-0.517874, 42.24508], [-0.336818, 42.24508], [-0.336818, 42.027978]]]}, 'attributes': {}}","@F_Espariz Me mato, tío.
https://t.co/1hhHkqSaps","{'id': 389559460, 'id_str': '389559460', 'name': 'Lady Alphonse', 'screen_name': 'Alfonsina48', 'location': 'Arriba', 'url': None, 'description': 'La comunicación continua puede ser embrutecedora.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1570, 'friends_count': 1072, 'listed_count': 72, 'favourites_count': 20280, 'statuses_count': 175913, 'created_at': 'Wed Oct 12 16:38:10 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '89C9FA', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1117047821142773760/dCgW3Noc_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1117047821142773760/dCgW3Noc_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/389559460/1398208222', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Huesca,"(-0.517874, 42.027978)",Aragón
