,created_at,id,id_str,lang,place,text,user,Country,City,Coordinates,ComunidadAutonoma
0,2019-04-12 08:44:47.000,1.1166231835896914e+18,1.1166231835896914e+18,es,"{'id': '285f44d443b12ff9', 'url': 'https://api.twitter.com/1.1/geo/id/285f44d443b12ff9.json', 'place_type': 'city', 'name': 'Aguilar de Campoo', 'full_name': 'Aguilar de Campoo, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.431082, 42.688132], [-4.431082, 42.904236], [-4.125326, 42.904236], [-4.125326, 42.688132]]]}, 'attributes': {}}","@DaniRemigio Pero que dice este? De donde se ha caído? Primero dice que batman, el multimillonario es de izquierdas… https://t.co/7VIpMxoiho","{'id': 1948078519, 'id_str': '1948078519', 'name': 'ian larry´s', 'screen_name': 'larrys_80', 'location': 'Aguilar de Campoo, España', 'url': 'http://instagram.com/larrys_80', 'description': 'chico de 1,85; guapo, rubio y de ojos azules, si buscais eso, entonces habeis entrado en un perfil equivocado. 🇪🇸 En mi corazón.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 915, 'friends_count': 991, 'listed_count': 0, 'favourites_count': 72, 'statuses_count': 14680, 'created_at': 'Tue Oct 08 22:35:06 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1114315989523599366/To9a1NlT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1114315989523599366/To9a1NlT_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1948078519/1411382139', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Aguilar de Campoo,"(-4.431082, 42.688132)",Castilla y León
3,2019-04-12 08:46:34.000,1.1166236344774e+18,1.1166236344774e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","🎓 MBA
 Los perfiles junior de nuestro #MBA finalizan el módulo de #SalidasProfesionales con el docente Miguel Ángel… https://t.co/9vDo3MFWM2","{'id': 131315192, 'id_str': '131315192', 'name': 'ESESA IMF', 'screen_name': 'EscuelaESESA', 'location': 'Andalucía, Spain', 'url': 'http://www.esesa.eu', 'description': 'En ESESA IMF creemos que un Máster es mucho más que un título y nos implicamos día a día para que tu paso por la escuela se convierta en una experiencia única.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 5248, 'friends_count': 3044, 'listed_count': 216, 'favourites_count': 2850, 'statuses_count': 14313, 'created_at': 'Fri Apr 09 22:48:24 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1054804020542558209/sMg1SK8w_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1054804020542558209/sMg1SK8w_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/131315192/1418232506', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Málaga,"(-4.587928, 36.635585)",Andalucía
4,2019-04-12 08:48:31.000,1.1166241243594792e+18,1.1166241243594792e+18,es,"{'id': '071a52d3a927a1b8', 'url': 'https://api.twitter.com/1.1/geo/id/071a52d3a927a1b8.json', 'place_type': 'city', 'name': 'Valencia', 'full_name': 'Valencia, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.43254499999999996, 39.278381], [-0.43254499999999996, 39.566588], [-0.272513, 39.566588], [-0.272513, 39.278381]]]}, 'attributes': {}}","#chilaquiles #beersandburros 
Base de #nachos
Bañados en #tingapoblana (receta de la abuela)
#salsaroja por una lad… https://t.co/HmxPBPG927","{'id': 1155399450, 'id_str': '1155399450', 'name': 'beersandburros', 'screen_name': 'beersandburros', 'location': 'Valencia', 'url': 'http://www.beersandburros.com', 'description': 'Restaurante Mexicano especializado en Burritos Gourmet', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 277, 'friends_count': 865, 'listed_count': 10, 'favourites_count': 92, 'statuses_count': 1464, 'created_at': 'Wed Feb 06 23:31:56 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3239101235/1195649818b53895829e952699b14cf3_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3239101235/1195649818b53895829e952699b14cf3_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1155399450/1502958612', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Valencia,"(-0.43254499999999996, 39.278381)",Comunidad Valenciana
5,2019-04-12 08:48:47.000,1.116624191573254e+18,1.116624191573254e+18,es,"{'id': '507a015cba6ef518', 'url': 'https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json', 'place_type': 'city', 'name': 'Málaga', 'full_name': 'Málaga, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.587928, 36.635585], [-4.587928, 36.894171], [-4.260134, 36.894171], [-4.260134, 36.635585]]]}, 'attributes': {}}","Cada vez que salga un anuncio de fitness en IG, ¡TROZO DE PIZZA!","{'id': 532283996, 'id_str': '532283996', 'name': 'Nymeria', 'screen_name': 'ItsSalvaBTW', 'location': 'Málaga', 'url': 'http://instagram.com/itssalvabtw', 'description': '21. Videojuegos, series, música, cine, fotografía, pingüino barbudo, efusivo y... ¿Estela? Estudio artes y necesito cafeína en mis venas, con eso tiráis.', 'translator_type': 'regular', 'protected': False, 'verified': False, 'followers_count': 2942, 'friends_count': 1191, 'listed_count': 36, 'favourites_count': 18220, 'statuses_count': 68721, 'created_at': 'Wed Mar 21 14:46:43 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FAB81E', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'FF691F', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '171106', 'profile_text_color': '8A7302', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1115145924198785032/x8FkV6Ny_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1115145924198785032/x8FkV6Ny_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/532283996/1554732141', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Málaga,"(-4.587928, 36.635585)",Andalucía
6,2019-04-12 08:49:37.000,1.1166243988808868e+18,1.1166243988808868e+18,es,"{'id': '387b00909c2e7031', 'url': 'https://api.twitter.com/1.1/geo/id/387b00909c2e7031.json', 'place_type': 'city', 'name': 'Granada', 'full_name': 'Granada, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-3.699796, 37.135903], [-3.699796, 37.224915], [-3.496139, 37.224915], [-3.496139, 37.135903]]]}, 'attributes': {}}",@CarlosJoelAP Pídeme un zumo de naranja 🍊,"{'id': 341190854, 'id_str': '341190854', 'name': 'Peter Champs', 'screen_name': 'PedroCCecilia', 'location': 'En el mundo', 'url': 'https://www.instagram.com/peterchampsc/', 'description': 'Un ir y venir de la vida. Todo lo que viene va. Quién quiera saber que pregunte. RRLL y RRHH #Apple #Jaén #Granada #World #Gaga 🖤♐️', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 393, 'friends_count': 519, 'listed_count': 3, 'favourites_count': 17881, 'statuses_count': 7180, 'created_at': 'Sat Jul 23 23:39:45 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '19CF86', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1079484023171362822/nvq5byJP_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1079484023171362822/nvq5byJP_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/341190854/1546204023', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Granada,"(-3.699796, 37.135903)",Andalucía
7,2019-04-12 08:49:56.000,1.1166244811563828e+18,1.1166244811563828e+18,es,"{'id': '461194338ffbe5e3', 'url': 'https://api.twitter.com/1.1/geo/id/461194338ffbe5e3.json', 'place_type': 'city', 'name': 'Benacazón', 'full_name': 'Benacazón, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.257346, 37.293004], [-6.257346, 37.382091], [-6.176287, 37.382091], [-6.176287, 37.293004]]]}, 'attributes': {}}",mi novia,"{'id': 2264495382, 'id_str': '2264495382', 'name': 'mariaji', 'screen_name': 'mariajimeenez00', 'location': 'Sevilla🏳️\u200d🌈', 'url': 'http://Instagram.com/mariaji00', 'description': '[00] quizás siempre quedará algo de mí en tí.\n ♀. ☁️💘', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 441, 'friends_count': 366, 'listed_count': 2, 'favourites_count': 3465, 'statuses_count': 10039, 'created_at': 'Fri Dec 27 15:17:51 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '4400FF', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1113064534795681792/1sanpe1R_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1113064534795681792/1sanpe1R_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2264495382/1554848860', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Benacazón,"(-6.257346, 37.293004)",Andalucía
10,2019-04-12 08:50:51.000,1.116624711981527e+18,1.116624711981527e+18,es,"{'id': '3afc29d1fe76301f', 'url': 'https://api.twitter.com/1.1/geo/id/3afc29d1fe76301f.json', 'place_type': 'city', 'name': 'Zaragoza', 'full_name': 'Zaragoza, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.174093, 41.451835], [-1.174093, 41.931438], [-0.680572, 41.931438], [-0.680572, 41.451835]]]}, 'attributes': {}}",@COPE @policia Les he dicho que en gym me robaron hasta la crema del cuerpo?. Se divertían mucho a mi costa. Se les… https://t.co/3cG8vD8L9l,"{'id': 866739822622367745, 'id_str': '866739822622367745', 'name': 'RosaMaría', 'screen_name': 'RosaMar08877115', 'location': 'Zaragoza, España', 'url': None, 'description': '.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 0, 'friends_count': 25, 'listed_count': 0, 'favourites_count': 2148, 'statuses_count': 4414, 'created_at': 'Mon May 22 19:37:31 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1115256142161166343/9AkneXoO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1115256142161166343/9AkneXoO_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Zaragoza,"(-1.174093, 41.451835)",Aragón
14,2019-04-12 08:53:05.000,1.1166252705537638e+18,1.1166252705537638e+18,es,"{'id': '1a27537478dd8e38', 'url': 'https://api.twitter.com/1.1/geo/id/1a27537478dd8e38.json', 'place_type': 'city', 'name': 'Barcelona', 'full_name': 'Barcelona, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]}, 'attributes': {}}",@Alvaro845 un litro de aceite y a rezar,"{'id': 800638320019525633, 'id_str': '800638320019525633', 'name': 'Guti Abusos', 'screen_name': 'gutiabusos', 'location': 'Granollers, España', 'url': 'http://www.twitch.tv/gutiabusos', 'description': 'Clash Royale Team Manager for @giantsgaming. Captain of Spain @ClashRoyaleSE | Master Gemero | cr@giantsgaming.pro | #VodafoneGiants Amo a Azeroth', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 19561, 'friends_count': 679, 'listed_count': 33, 'favourites_count': 10029, 'statuses_count': 26276, 'created_at': 'Mon Nov 21 09:53:45 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1068629684269793285/VTSBWhdT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1068629684269793285/VTSBWhdT_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/800638320019525633/1533723284', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Barcelona,"(2.052477, 41.317048)",Cataluña
15,2019-04-12 08:53:43.000,1.116625432743334e+18,1.116625432743334e+18,es,"{'id': '528fc168bb2d0595', 'url': 'https://api.twitter.com/1.1/geo/id/528fc168bb2d0595.json', 'place_type': 'city', 'name': 'Ribadesella', 'full_name': 'Ribadesella, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-5.193245, 43.406412], [-5.193245, 43.485074], [-4.981378, 43.485074], [-4.981378, 43.406412]]]}, 'attributes': {}}","#fridaysforfuture #compromisoyaccion ¿Acabaremos comiendo gazpacho en Enero en vez de un buen pote, caldo gallego,… https://t.co/X2kEdyq2rq","{'id': 1407342510, 'id_str': '1407342510', 'name': 'Pedro Martino', 'screen_name': 'PedroMartinoG', 'location': 'Oviedo', 'url': 'http://www.naguar.es', 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 761, 'friends_count': 202, 'listed_count': 15, 'favourites_count': 831, 'statuses_count': 1090, 'created_at': 'Mon May 06 10:12:04 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/458503047954841600/TgfTw67O_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/458503047954841600/TgfTw67O_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1407342510/1454166864', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Ribadesella,"(-5.193245, 43.406412)",Asturias
18,2019-04-12 08:55:10.000,1.1166257971067168e+18,1.1166257971067168e+18,es,"{'id': '2e858e47881ddc48', 'url': 'https://api.twitter.com/1.1/geo/id/2e858e47881ddc48.json', 'place_type': 'city', 'name': 'Alicante', 'full_name': 'Alicante, España', 'country_code': 'ES', 'country': 'España', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.6564329999999999, 38.160348], [-0.6564329999999999, 38.537463], [-0.37460899999999997, 38.537463], [-0.37460899999999997, 38.160348]]]}, 'attributes': {}}","Si no teneis ni idea de hacer eso, pobre piña socio","{'id': 405842431, 'id_str': '405842431', 'name': 'MIRIAM', 'screen_name': 'SrtaMiriam1910', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 806, 'friends_count': 482, 'listed_count': 3, 'favourites_count': 8873, 'statuses_count': 19390, 'created_at': 'Sat Nov 05 21:47:09 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '89C9FA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': True, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EADEAA', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1114167935780753408/AeEdj0UV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1114167935780753408/AeEdj0UV_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/405842431/1554755740', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",España,Alicante,"(-0.6564329999999999, 38.160348)",Comunidad Valenciana
